name,mos
D2_IC009_img1_512.jpg,0.642728443
D1_IC025_img1_512.jpg,0.72519305
D2_IC011_img1_512.jpg,0.731574432
D1_IC093_img3_512.jpg,0.420817246
D1_IC046_img5_512.jpg,0.244701845
D1_IC033_img1_512.jpg,0.532443157
D1_IC038_img2_512.jpg,0.442471042
D1_IC060_img5_512.jpg,0.62031317
D1_IC02_img5_1024.jpg,0.234285714
D1_IC20_img1_1024.jpg,0.762857143
D3_IC18_img4_512.jpg,0.408571429
D1_IC36_img2_1024.jpg,0.294285714
D2_IC037_img2_512.jpg,0.367846418
D1_IC086_img2_512.jpg,0.488159588
D2_IC29_img1_1024.jpg,0.708571429
D1_IC07_img1_2048.jpg,0.634285714
D1_IC104_img3_512.jpg,0.390186615
D2_IC049_img1_512.jpg,0.70481553
D1_IC47_img2_1024.jpg,0.425714286
D1_IC47_img1_1024.jpg,0.252941176
D1_IC079_img1_512.jpg,0.778946804
D1_IC16_img5_2048.jpg,0.335294118
D1_IC016_img4_512.jpg,0.54967825
D1_IC007_img3_512.jpg,0.494272844
D1_IC118_img2_512.jpg,0.542771343
D1_IC030_img5_512.jpg,0.363181038
D2_IC19_img4_1024.jpg,0.408571429
D2_IC15_img5_2048.jpg,0.334285714
D1_IC08_img3_1024.jpg,0.622857143
D3_IC27_img1_512.jpg,0.165714286
D2_IC003_img4_512.jpg,0.280727156
D2_IC07_img3_1024.jpg,0.44
D3_IC04_img4_512.jpg,0.4
D2_IC022_img3_512.jpg,0.400622051
D1_IC118_img5_512.jpg,0.574560275
D1_IC33_img1_2048.jpg,0.202857143
D1_IC047_img3_512.jpg,0.597007722
D1_IC138_img3_512.jpg,0.559126984
D2_IC016_img3_512.jpg,0.330426855
D1_IC25_img1_1024.jpg,0.22
D1_IC22_img4_1024.jpg,0.6
D3_IC37_img4_512.jpg,0.214285714
D2_IC28_img1_1024.jpg,0.174285714
D1_IC42_img4_2048.jpg,0.36
D2_IC026_img1_512.jpg,0.778871729
D3_IC11_img4_512.jpg,0.265714286
D2_IC016_img1_512.jpg,0.706241956
D1_IC040_img4_512.jpg,0.631402831
D1_IC093_img2_512.jpg,0.520849421
D1_IC059_img3_512.jpg,0.495656371
D1_IC047_img2_512.jpg,0.585263835
D1_IC52_img1_1024.jpg,0.508571429
D1_IC34_img2_2048.jpg,0.257142857
D3_IC38_img2_512.jpg,0.622857143
D1_IC132_img5_512.jpg,0.661454311
D1_IC10_img2_2048.jpg,0.637142857
D2_IC19_img3_2048.jpg,0.574285714
D2_IC034_img5_512.jpg,0.635703561
D1_IC58_img1_1024.jpg,0.742857143
D2_IC09_img3_2048.jpg,0.562857143
D2_IC021_img4_512.jpg,0.279568855
D1_IC016_img3_512.jpg,0.432861433
D2_IC032_img4_512.jpg,0.278625054
D1_IC111_img2_512.jpg,0.33482411
D1_IC37_img3_1024.jpg,0.571428571
D2_IC022_img1_512.jpg,0.797114972
D1_IC023_img2_512.jpg,0.586647362
D1_IC084_img1_512.jpg,0.75537323
D1_IC13_img3_2048.jpg,0.488571429
D1_IC21_img2_2048.jpg,0.682857143
D3_IC09_img3_512.jpg,0.494285714
D1_IC113_img3_512.jpg,0.610671386
D1_IC112_img2_512.jpg,0.66025311
D1_IC126_img3_512.jpg,0.556209781
D1_IC35_img1_1024.jpg,0.714285714
D2_IC005_img3_512.jpg,0.348863149
D1_IC32_img5_1024.jpg,0.311428571
D3_IC29_img4_512.jpg,0.537142857
D2_IC002_img5_512.jpg,0.314028314
D1_IC56_img2_2048.jpg,0.617142857
D1_IC43_img5_2048.jpg,0.714285714
D1_IC01_img2_2048.jpg,0.751428571
D1_IC26_img1_1024.jpg,0.768571429
D1_IC101_img2_512.jpg,0.536164736
D2_IC046_img5_512.jpg,0.606574432
D1_IC160_img5_512.jpg,0.417546118
D2_IC08_img2_1024.jpg,0.568571429
D2_IC001_img2_512.jpg,0.557968683
D1_IC43_img1_2048.jpg,0.194285714
D1_IC086_img3_512.jpg,0.409030459
D1_IC056_img5_512.jpg,0.574710425
D3_IC32_img5_512.jpg,0.157142857
D1_IC26_img5_2048.jpg,0.668571429
D2_IC026_img2_512.jpg,0.663481338
D1_IC44_img3_2048.jpg,0.605714286
D1_IC49_img2_1024.jpg,0.694285714
D2_IC23_img3_1024.jpg,0.325714286
D2_IC064_img3_512.jpg,0.548616474
D2_IC01_img3_2048.jpg,0.482857143
D1_IC141_img1_512.jpg,0.640808666
D1_IC045_img3_512.jpg,0.522350922
D2_IC15_img2_2048.jpg,0.417142857
D1_IC082_img5_512.jpg,0.367814243
D1_IC108_img3_512.jpg,0.527262977
D2_IC17_img4_1024.jpg,0.48
D1_IC29_img2_2048.jpg,0.745714286
D2_IC25_img5_1024.jpg,0.554285714
D2_IC20_img4_1024.jpg,0.574285714
D1_IC19_img4_1024.jpg,0.711428571
D1_IC30_img5_2048.jpg,0.622857143
D2_IC27_img1_1024.jpg,0.754285714
D1_IC59_img4_1024.jpg,0.642857143
D1_IC50_img5_1024.jpg,0.777142857
D1_IC138_img5_512.jpg,0.214028314
D2_IC036_img5_512.jpg,0.4997855
D1_IC15_img2_2048.jpg,0.634285714
D1_IC55_img3_2048.jpg,0.562857143
D1_IC143_img4_512.jpg,0.244315744
D2_IC26_img2_2048.jpg,0.402857143
D2_IC048_img3_512.jpg,0.488824539
D1_IC32_img5_2048.jpg,0.248571429
D1_IC56_img5_1024.jpg,0.745714286
D2_IC059_img1_512.jpg,0.631660232
D2_IC06_img4_1024.jpg,0.365714286
D1_IC112_img3_512.jpg,0.637054912
D1_IC147_img4_512.jpg,0.307410982
D1_IC29_img1_2048.jpg,0.765714286
D1_IC45_img2_1024.jpg,0.522857143
D3_IC13_img2_512.jpg,0.334285714
D1_IC60_img2_1024.jpg,0.7
D1_IC53_img1_1024.jpg,0.714285714
D1_IC53_img5_1024.jpg,0.16
D1_IC139_img3_512.jpg,0.499259974
D1_IC110_img5_512.jpg,0.591226941
D1_IC05_img1_1024.jpg,0.251428571
D1_IC013_img1_512.jpg,0.751576577
D1_IC023_img1_512.jpg,0.736754612
D2_IC064_img1_512.jpg,0.711947662
D3_IC03_img1_512.jpg,0.274285714
D1_IC32_img2_1024.jpg,0.725714286
D1_IC099_img1_512.jpg,0.54041184
D1_IC094_img2_512.jpg,0.359555985
D1_IC071_img4_512.jpg,0.333955384
D1_IC13_img4_1024.jpg,0.451428571
D1_IC100_img4_512.jpg,0.326029601
D1_IC055_img2_512.jpg,0.634727585
D1_IC136_img3_512.jpg,0.506499356
D2_IC068_img1_512.jpg,0.530641356
D2_IC051_img3_512.jpg,0.632518233
D3_IC18_img2_512.jpg,0.3
D1_IC131_img2_512.jpg,0.632099957
D1_IC090_img3_512.jpg,0.629214929
D1_IC135_img1_512.jpg,0.657325182
D2_IC010_img4_512.jpg,0.517503218
D2_IC04_img2_2048.jpg,0.277142857
D2_IC068_img2_512.jpg,0.498552124
