name,mos
D2_IC066_img1_512.jpg,0.77020592
D2_IC16_img4_1024.jpg,0.465714286
D2_IC22_img5_1024.jpg,0.262857143
D2_IC002_img2_512.jpg,0.676812527
D2_IC003_img4_512.jpg,0.280727156
D2_IC051_img5_512.jpg,0.444573145
D2_IC062_img4_512.jpg,0.579375804
D2_IC035_img1_512.jpg,0.558869584
D2_IC21_img1_2048.jpg,0.754285714
D2_IC20_img3_1024.jpg,0.414285714
D2_IC05_img5_1024.jpg,0.611428571
D2_IC25_img2_2048.jpg,0.665714286
D2_IC19_img2_2048.jpg,0.488571429
D2_IC040_img1_512.jpg,0.761078936
D2_IC23_img1_2048.jpg,0.62
D2_IC028_img4_512.jpg,0.355534106
D2_IC066_img5_512.jpg,0.526372801
D2_IC013_img4_512.jpg,0.571074646
D2_IC057_img1_512.jpg,0.721964822
D2_IC052_img1_512.jpg,0.673959674
D2_IC027_img3_512.jpg,0.402155727
D2_IC058_img5_512.jpg,0.300997426
D2_IC039_img4_512.jpg,0.384362934
D2_IC037_img2_512.jpg,0.367846418
D2_IC29_img5_2048.jpg,0.722857143
D2_IC01_img4_1024.jpg,0.648571429
D2_IC028_img5_512.jpg,0.263277563
D2_IC015_img5_512.jpg,0.354976405
D2_IC045_img4_512.jpg,0.433869584
D2_IC06_img4_2048.jpg,0.342857143
D2_IC032_img1_512.jpg,0.77977263
D2_IC055_img1_512.jpg,0.733075933
D2_IC10_img1_2048.jpg,0.622857143
D2_IC20_img5_1024.jpg,0.714285714
D2_IC034_img1_512.jpg,0.748809524
D2_IC25_img1_2048.jpg,0.737142857
D2_IC025_img3_512.jpg,0.443672244
D2_IC065_img3_512.jpg,0.587054912
D2_IC05_img5_2048.jpg,0.794285714
D2_IC064_img3_512.jpg,0.548616474
D2_IC04_img5_2048.jpg,0.768571429
D2_IC12_img2_2048.jpg,0.271428571
D2_IC006_img2_512.jpg,0.619229944
D2_IC023_img5_512.jpg,0.260156585
D2_IC031_img1_512.jpg,0.791334191
D2_IC055_img2_512.jpg,0.461990562
D2_IC24_img1_2048.jpg,0.471428571
D2_IC29_img4_2048.jpg,0.671428571
D2_IC09_img2_2048.jpg,0.662857143
D2_IC033_img1_512.jpg,0.694111969
D2_IC039_img5_512.jpg,0.474710425
D2_IC030_img4_512.jpg,0.381284856
D2_IC022_img1_512.jpg,0.797114972
D2_IC045_img2_512.jpg,0.662280137
D2_IC16_img2_1024.jpg,0.58
D2_IC037_img5_512.jpg,0.569187044
D2_IC21_img2_1024.jpg,0.682857143
D2_IC065_img5_512.jpg,0.495731446
D2_IC063_img5_512.jpg,0.516001716
D2_IC24_img2_1024.jpg,0.248571429
D2_IC18_img4_1024.jpg,0.642857143
D2_IC04_img3_1024.jpg,0.408571429
D2_IC25_img3_1024.jpg,0.391428571
D2_IC035_img5_512.jpg,0.533601459
D2_IC043_img1_512.jpg,0.689382239
D2_IC20_img4_1024.jpg,0.574285714
D2_IC11_img1_2048.jpg,0.654285714
D2_IC14_img5_1024.jpg,0.611428571
D2_IC20_img2_2048.jpg,0.371428571
D2_IC008_img2_512.jpg,0.496943372
D2_IC004_img4_512.jpg,0.326673102
D2_IC052_img3_512.jpg,0.554407979
D2_IC052_img4_512.jpg,0.561046761
D2_IC051_img1_512.jpg,0.71532604
D2_IC01_img2_1024.jpg,0.58
D2_IC007_img5_512.jpg,0.33951094
D2_IC020_img1_512.jpg,0.693253968
D2_IC023_img2_512.jpg,0.76463964
D2_IC057_img4_512.jpg,0.665594166
D2_IC044_img4_512.jpg,0.301254826
D2_IC004_img1_512.jpg,0.742653368
D2_IC23_img2_1024.jpg,0.391428571
D2_IC05_img2_1024.jpg,0.417142857
D2_IC060_img3_512.jpg,0.693811669
D2_IC05_img3_1024.jpg,0.545714286
D2_IC060_img5_512.jpg,0.286808237
D2_IC19_img2_1024.jpg,0.625714286
D2_IC005_img4_512.jpg,0.451855427
D2_IC19_img5_2048.jpg,0.648571429
D2_IC13_img2_1024.jpg,0.428571429
D2_IC15_img1_1024.jpg,0.565714286
D2_IC18_img2_2048.jpg,0.648571429
D2_IC058_img4_512.jpg,0.449603175
D2_IC056_img2_512.jpg,0.621857572
D2_IC034_img3_512.jpg,0.590658516
D2_IC08_img1_2048.jpg,0.434285714
D2_IC22_img3_1024.jpg,0.528571429
D2_IC054_img1_512.jpg,0.748991849
D2_IC012_img3_512.jpg,0.434180609
D2_IC068_img2_512.jpg,0.498552124
D2_IC19_img3_2048.jpg,0.574285714
D2_IC29_img2_2048.jpg,0.44
D2_IC043_img2_512.jpg,0.500643501
D2_IC015_img2_512.jpg,0.373938224
D2_IC28_img1_1024.jpg,0.174285714
D2_IC029_img4_512.jpg,0.497758473
D2_IC063_img4_512.jpg,0.407486057
D2_IC030_img3_512.jpg,0.46532604
D2_IC067_img5_512.jpg,0.555448305
D2_IC061_img1_512.jpg,0.71547619
D2_IC06_img1_2048.jpg,0.791428571
D2_IC29_img5_1024.jpg,0.291428571
D2_IC017_img2_512.jpg,0.549259974
D2_IC026_img2_512.jpg,0.663481338
D2_IC21_img2_2048.jpg,0.62
D2_IC052_img5_512.jpg,0.598766624
D2_IC017_img1_512.jpg,0.722908623
D2_IC048_img3_512.jpg,0.488824539
D2_IC15_img2_2048.jpg,0.417142857
D2_IC056_img5_512.jpg,0.719637495
D2_IC05_img4_1024.jpg,0.554285714
D2_IC13_img1_1024.jpg,0.48
D2_IC054_img3_512.jpg,0.526855427
D2_IC035_img4_512.jpg,0.634877735
D2_IC01_img4_2048.jpg,0.334285714
D2_IC054_img4_512.jpg,0.383805234
D2_IC07_img4_1024.jpg,0.491428571
D2_IC048_img1_512.jpg,0.574034749
D2_IC005_img5_512.jpg,0.353174603
D2_IC053_img1_512.jpg,0.634395109
D2_IC017_img4_512.jpg,0.373519949
D2_IC055_img4_512.jpg,0.503614329
D2_IC08_img3_1024.jpg,0.551428571
D2_IC19_img4_2048.jpg,0.562857143
D2_IC30_img3_1024.jpg,0.602857143
D2_IC21_img3_1024.jpg,0.64
D2_IC007_img2_512.jpg,0.571632347
D2_IC044_img3_512.jpg,0.461797512
D2_IC059_img3_512.jpg,0.446793222
D2_IC09_img4_1024.jpg,0.211428571
D2_IC04_img5_1024.jpg,0.365714286
D2_IC11_img5_2048.jpg,0.217142857
D2_IC021_img2_512.jpg,0.571407121
D2_IC009_img3_512.jpg,0.697490347
D2_IC040_img2_512.jpg,0.653196053
D2_IC15_img4_2048.jpg,0.605714286
D2_IC054_img5_512.jpg,0.245559846
D2_IC045_img1_512.jpg,0.628045903
D2_IC25_img1_1024.jpg,0.591428571
D2_IC062_img5_512.jpg,0.522125697
D2_IC024_img5_512.jpg,0.397576148
D2_IC13_img1_2048.jpg,0.454285714
D2_IC17_img2_1024.jpg,0.611428571
D2_IC014_img5_512.jpg,0.331370656
D2_IC18_img4_2048.jpg,0.36
D2_IC035_img3_512.jpg,0.422458172
D2_IC030_img5_512.jpg,0.272651223
D2_IC048_img2_512.jpg,0.631241956
D2_IC03_img2_1024.jpg,0.457142857
D2_IC25_img3_2048.jpg,0.517142857
D2_IC16_img3_2048.jpg,0.545714286
D2_IC037_img1_512.jpg,0.753946804
D2_IC021_img1_512.jpg,0.812805663
D2_IC24_img4_1024.jpg,0.502857143
D2_IC026_img3_512.jpg,0.380577006
D2_IC02_img2_2048.jpg,0.357142857
